0.15385,0.60417,0.62022,0.456,2.486
0.15385,0.61111,0.62022,0.416,2.447
0.11538,0.61805,0.60614,0.37,2.384
0.15385,0.58333,0.57948,0.341,2.323
0.11538,0.59028,0.59256,0.313,2.261
0.076923,0.60417,0.60563,0.339,2.198
0.11538,0.58333,0.59256,0.339,2.131
0.076923,0.57639,0.56489,0.339,2.065
0,0.55555,0.56388,0.3335,1.987
0.038462,0.5,0.49648,0.3255,1.919
0,0.51389,0.50956,0.3185,1.862
0.038462,0.51389,0.51006,0.316,1.736
0.15385,0.45833,0.47082,0.3185,1.66
0.26923,0.45139,0.45875,0.309,1.579
0.11538,0.45139,0.44316,0.31,1.508
0.11538,0.39583,0.40241,0.314,1.442
0.038462,0.40972,0.41499,0.321,1.366
0.076923,0.34722,0.36117,0.33,1.286
0.15385,0.32639,0.33501,0.337,1.206
0.23077,0.31945,0.32243,0.3185,1.153
0.11538,0.28472,0.29376,0.343,1.143
0.076923,0.29861,0.30684,0.343,1.116
0.11538,0.25695,0.2666,0.34,1.061
0.19231,0.22917,0.24044,0.343,0.995
0.076923,0.19445,0.21177,0.346,0.94
0.19231,0.1875,0.1997,0.362,0.873
0.11538,0.17361,0.18511,0.473,0.833
0.15385,0.15278,0.14487,0.487,0.77
0.11538,0.14584,0.14437,0.523,0.732
0.11538,0.097223,0.1172,0.583,0.701
0.26923,0.11111,0.11922,0.638,0.678
0.34615,0.10417,0.14738,0.693,0.66
0.53846,0.10417,0.12274,0.755,0.612
